Year,Total_Cost_USD,NPV_Cost_USD,Energy_Cost_USD,PM_Asset_USD,PM_Modules_USD,CM_USD,Repl_Chassis_CapEx_USD,Repl_Modules_CapEx_USD,Units_Replaced,PM_Total_USD,Repl_Total_CapEx_USD,Run_ID
2036,303807087.2617179,175441022.87831217,118729314.65214777,107680869.69590837,2125600.0,2174700.0,71656602.9136618,1440000.0,1298,109806469.69590837,73096602.9136618,36
2037,305663063.8298406,169723849.13529244,118375185.29058585,109358708.77896191,2125600.0,2305800.0,72057769.76029286,1440000.0,1340,111484308.77896191,73497769.76029286,36
2038,306508247.44305843,163647259.22498772,117387780.90818313,105244061.62421851,2125600.0,2380200.0,77610604.91065682,1760000.0,1310,107369661.62421851,79370604.91065682,36
2039,309848201.54289687,159067776.94741046,121250655.2267553,116686897.15118082,2143600.0,2226900.0,65940149.16496073,1600000.0,1308,118830497.15118082,67540149.16496073,36
2022,285437412.6135198,285437412.6135198,117982948.67932743,96901297.75182633,1981300.0,1844000.0,65927866.18236601,800000.0,1151,98882597.75182633,66727866.18236601,37
2023,302875832.4460308,291226761.9673373,119323347.36677258,108896727.27587149,1999300.0,2199200.0,69657257.80338676,800000.0,1220,110896027.27587149,70457257.80338676,37
2024,300254374.8463469,277602047.7499509,117024762.16295993,104919101.33560504,2024500.0,2191100.0,72814911.34778196,1280000.0,1303,106943601.33560504,74094911.34778196,37
2025,296145833.89499843,263272567.9682152,116293514.9222029,104049937.66122772,2032600.0,2244900.0,69604881.3115678,1920000.0,1369,106082537.66122772,71524881.3115678,37
2026,320561375.803165,274017207.5188004,119217426.54255654,108616609.68881083,2032600.0,2643400.0,86451339.57179765,1600000.0,1388,110649209.68881083,88051339.57179765,37
2027,299667221.4461205,246304612.31382376,117423216.33880177,104680632.53416221,2032600.0,2154800.0,72575972.57315654,800000.0,1347,106713232.53416221,73375972.57315654,37
2028,299183476.4921722,236449047.33020726,117969426.59338218,108025143.3414929,2069600.0,2099300.0,68060006.5572971,960000.0,1322,110094743.3414929,69020006.5572971,37
2029,305901220.8120244,232459786.7753151,118229347.5366707,108705285.08079168,2088600.0,2208700.0,73229288.19456205,1440000.0,1282,110793885.08079168,74669288.19456205,37
2030,315351919.0290186,230424558.36308262,118207044.36744484,113783411.15198368,2116600.0,2297800.0,77827063.50959004,1120000.0,1317,115900011.15198368,78947063.50959004,37
2031,301487449.80158937,211821083.17408523,116141608.32422645,102282568.32258496,2116600.0,2348400.0,77478273.15477794,1120000.0,1376,104399168.32258496,78598273.15477794,37
2032,294823266.35141915,199172034.88320354,117484557.20668605,100202115.00524966,2135600.0,2263700.0,71457294.13948347,1280000.0,1297,102337715.00524966,72737294.13948347,37
2033,304959668.32554704,198095985.44013405,117972870.9808462,108041690.378792,2135600.0,2191900.0,73177606.96590883,1440000.0,1350,110177290.378792,74617606.96590883,37
2034,318987044.9422133,199238367.12517008,119456788.85383844,112898856.0532852,2144600.0,2501900.0,80864900.03508967,1120000.0,1341,115043456.0532852,81984900.03508967,37
2035,305407017.8829078,183419540.66414464,117710015.57512365,106098158.29585637,2144600.0,2312600.0,75701644.01192777,1440000.0,1340,108242758.29585637,77141644.01192777,37
2036,294606513.1841071,170127920.6008357,114783417.41805226,99355715.62531687,2144600.0,2364100.0,74678680.14073803,1280000.0,1364,101500315.62531687,75958680.14073803,37
2037,312804699.3392018,173689345.82495737,120141108.14633681,116604431.79960467,2144600.0,2168800.0,70625759.39326034,1120000.0,1312,118749031.79960467,71745759.39326034,37
2038,308032044.26396596,164460826.80575433,118288416.8025708,105802741.14013366,2144600.0,2436700.0,78239586.3212615,1120000.0,1321,107947341.14013366,79359586.3212615,37
2039,306768710.1656751,157486848.4635136,117364380.32988727,108979454.07990356,2163600.0,2204100.0,74777175.75588429,1280000.0,1260,111143054.07990356,76057175.75588429,37
2022,295912848.64886916,295912848.64886916,116081872.06700253,103933509.81340832,1981300.0,2049700.0,71226466.7684583,640000.0,1255,105914809.81340832,71866466.7684583,38
2023,279455640.48643196,268707346.6215692,113714427.69545697,96074353.1172683,1990300.0,2013800.0,64382759.673706725,1280000.0,1256,98064653.1172683,65662759.673706725,38
2024,276387205.41876394,255535507.9685317,114340346.13855371,95160414.89381199,2007400.0,1997000.0,62242044.38639821,640000.0,1277,97167814.89381199,62882044.38639821,38
2025,297681200.053179,264637502.89206433,118663451.23090325,104814101.02350895,2015500.0,2140400.0,69247747.79876685,800000.0,1339,106829601.02350895,70047747.79876685,38
2026,292602853.2425974,250118145.25902802,114112696.99442254,103041673.00667529,2034500.0,2199600.0,69614383.24149956,1600000.0,1380,105076173.00667529,71214383.24149956,38
2027,316178735.3484664,259875873.16379577,119525721.66460177,110171762.59953971,2034500.0,2282900.0,80563851.08432494,1600000.0,1359,112206262.59953971,82163851.08432494,38
2028,318738211.56735516,251903438.50692913,120020367.58357193,117757315.58729976,2051600.0,2372200.0,75576728.39648344,960000.0,1355,119808915.58729976,76536728.39648344,38
2029,305362232.66074526,232050200.07805324,117396938.7731272,105401051.09271924,2069600.0,2374300.0,76680342.79489885,1440000.0,1372,107470651.09271924,78120342.79489885,38
2030,286468927.75946635,209320039.55126297,115092541.08028464,93948962.88974139,2069600.0,2226600.0,71531223.7894403,1600000.0,1359,96018562.88974139,73131223.7894403,38
2031,300442485.26206994,211086904.94946864,117593024.78088813,101268427.34488353,2069600.0,2391200.0,75840233.1362983,1280000.0,1334,103338027.34488353,77120233.1362983,38
2032,307511429.49036354,207743703.2680906,120211142.73098907,108933180.85685872,2069600.0,2313800.0,72223705.90251575,1760000.0,1332,111002780.85685872,73983705.90251575,38
2033,298568595.45619786,193944466.37197348,117955890.03747872,104625438.13272211,2078600.0,2180200.0,70448467.28599705,1280000.0,1307,106704038.13272211,71728467.28599705,38
2034,300300594.0512453,187566865.03154868,116541192.09604055,98921547.55388999,2097600.0,2345100.0,79115154.4013147,1280000.0,1352,101019147.55388999,80395154.4013147,38
2035,300578828.27187705,180519855.1008149,119326595.98999143,106612778.69779441,2125600.0,2193900.0,68879953.58409123,1440000.0,1279,108738378.69779441,70319953.58409123,38
2036,308314914.0060088,178044180.50081787,119698088.582612,108726780.55238183,2125600.0,2387700.0,74096744.87101498,1280000.0,1346,110852380.55238183,75376744.87101498,38
2037,302788715.75639975,168127825.68166846,118270874.16102168,105582249.01298173,2125600.0,2295000.0,73394992.58239636,1120000.0,1292,107707849.01298173,74514992.58239636,38
2038,306752804.11513466,163777830.0316277,116639500.11580397,104504895.20347531,2134600.0,2478500.0,79875308.79585536,1120000.0,1378,106639495.20347531,80995308.79585536,38
2039,300377293.1840844,154205665.98208228,119030885.62137938,106474689.24088538,2134600.0,2178600.0,68958518.32181968,1600000.0,1307,108609289.24088538,70558518.32181968,38
2022,290989096.10157835,290989096.10157835,116953307.31403627,104138549.63018188,1981300.0,2009500.0,65266439.157360226,640000.0,1183,106119849.63018188,65906439.157360226,39
2023,296774787.2432715,285360372.3492995,117438333.1713116,106771526.81487457,1990300.0,2048900.0,67885727.25708534,640000.0,1269,108761826.81487457,68525727.25708534,39
2024,294293001.4076731,272090422.899106,119308986.38398388,106525806.23962077,2026400.0,2032200.0,63279608.78406847,1120000.0,1306,108552206.23962077,64399608.78406847,39
2025,297511036.7017163,264486228.29223472,118800119.16415887,105270651.15684676,2043500.0,2158500.0,67958266.3807107,1280000.0,1341,107314151.15684676,69238266.3807107,39
2026,299016369.634087,255600445.9497112,116343690.98907772,102788009.38586196,2052500.0,2263300.0,74288869.25914736,1280000.0,1337,104840509.38586196,75568869.25914736,39
2027,305188683.54724437,250842851.68368188,116722249.2230277,101984827.09737074,2052500.0,2392900.0,80756207.22684589,1280000.0,1365,104037327.09737074,82036207.22684589,39
2028,303954538.219495,240219686.71646565,118352464.39624467,110581522.68961018,2080500.0,2275800.0,69384251.13364016,1280000.0,1399,112662022.68961018,70664251.13364016,39
2029,305323913.6760393,232021080.79899132,117204974.45814766,104514653.95704263,2088600.0,2365800.0,77549885.260849,1600000.0,1378,106603253.95704263,79149885.260849,39
2030,308105347.4729567,225129559.50722224,118617885.51563857,112550171.50766912,2088600.0,2289900.0,70958790.44964904,1600000.0,1371,114638771.50766912,72558790.44964904,39
2031,294325252.4979238,206789018.35093132,114662828.34030892,100884146.66269201,2107600.0,2293900.0,73416777.49492283,960000.0,1356,102991746.66269201,74376777.49492283,39
2032,295867669.4872343,199877596.21956953,118687388.48984298,105213799.36961007,2116600.0,2197600.0,66532281.62778126,1120000.0,1358,107330399.36961007,67652281.62778126,39
2033,300960581.36384094,195498254.80614647,118232817.41840434,103847281.53470866,2116600.0,2234700.0,73729182.41072795,800000.0,1294,105963881.53470866,74529182.41072795,39
2034,299964023.6714816,187356644.16537225,118712314.64642437,111272732.15348409,2144600.0,2058700.0,64815676.871573165,960000.0,1290,113417332.15348409,65775676.871573165,39
2035,299721542.1915743,180004991.2965811,116820255.96561113,99831206.58040944,2180700.0,2331200.0,77438179.64555371,1120000.0,1332,102011906.58040944,78558179.64555371,39
2036,309583255.8238266,178776616.29710856,119469682.18565184,113059776.34278883,2180700.0,2312400.0,71280697.29538591,1280000.0,1335,115240476.34278883,72560697.29538591,39
2037,297826204.14458925,165372319.13932765,116933138.07987817,104036652.27989069,2180700.0,2274000.0,71121713.7848204,1280000.0,1319,106217352.27989069,72401713.7848204,39
2038,314109599.33133835,167705683.14440536,120864519.43233912,116384287.3419379,2180700.0,2250800.0,71149292.55706136,1280000.0,1299,118564987.3419379,72429292.55706136,39
2039,304129921.90092176,156132165.16692165,115892256.69409177,104205144.14977746,2180700.0,2425400.0,78146421.05705255,1280000.0,1317,106385844.14977746,79426421.05705255,39
2022,304443708.5523398,304443708.5523398,120281739.94257188,108060331.48977613,1981300.0,2035700.0,71284637.11999176,800000.0,1188,110041631.48977613,72084637.11999176,40
2023,309326056.6249472,297428900.6009107,119058969.90811533,108862079.54661715,1990300.0,2238300.0,75736407.1702147,1440000.0,1321,110852379.54661715,77176407.1702147,40
2024,297526012.5508273,275079523.4382649,118259912.16996817,105456305.5776526,2007400.0,2116200.0,68086194.80320656,1600000.0,1316,107463705.5776526,69686194.80320656,40
2025,298518025.5655645,265381437.7254179,115859462.63285294,106349989.14699699,2007400.0,2140200.0,71200973.78571457,960000.0,1355,108357389.14699699,72160973.78571457,40
2026,309044531.1322169,264172560.42663553,120055445.58487211,110557672.96763092,2007400.0,2306800.0,73157212.57971384,960000.0,1364,112565072.96763092,74117212.57971384,40
2027,300292707.7119638,246818716.43062603,117400154.86564338,105186011.6755719,2007400.0,2225600.0,72673541.17074849,800000.0,1372,107193411.6755719,73473541.17074849,40
2028,293722862.14170575,232133444.48962316,115972842.43363437,102819282.43742439,2026400.0,2216500.0,69087837.27064702,1600000.0,1374,104845682.43742439,70687837.27064702,40
2029,319284434.77071506,242629929.4604186,120986009.42200226,114612302.71817991,2026400.0,2397900.0,77661822.63053289,1600000.0,1349,116638702.71817991,79261822.63053289,40
2030,304821023.9844974,222729736.50414708,117046159.31805931,108192612.25913785,2034500.0,2362400.0,73425352.40730028,1760000.0,1407,110227112.25913785,75185352.40730028,40
2031,311177595.8518126,218629251.25479367,119407219.34281173,110151789.50762305,2034500.0,2302500.0,76321587.00137784,960000.0,1384,112186289.50762305,77281587.00137784,40
2032,305199077.21579194,206181560.9256872,118684500.83015582,103482474.632372,2053500.0,2363500.0,77655101.75326408,960000.0,1329,105535974.632372,78615101.75326408,40
2033,308121538.80707514,200149876.21300745,118639228.17544478,109066926.80999966,2072500.0,2358300.0,74384583.82163067,1600000.0,1345,111139426.80999966,75984583.82163067,40
2034,294005662.91909236,183635069.61909628,116718548.69038814,99860854.11807017,2072500.0,2223500.0,72010260.11063406,1120000.0,1372,101933354.11807017,73130260.11063406,40
2035,298610321.5264488,179337620.9611294,114848169.93223397,97567445.0683494,2081500.0,2488400.0,80824806.52586542,800000.0,1357,99648945.0683494,81624806.52586542,40
2036,302848689.64863175,174887572.137319,119378242.77547096,108715404.86567955,2081500.0,2146400.0,69087142.00748128,1440000.0,1324,110796904.86567955,70527142.00748128,40
2037,310000897.67599386,172132494.28872955,118208756.5740489,107669433.02346331,2100500.0,2411400.0,78490808.07848163,1120000.0,1330,109769933.02346331,79610808.07848163,40
2038,302881335.44404787,161710821.2562229,117458713.47557841,108708353.44755997,2100500.0,2278800.0,71054968.52090952,1280000.0,1296,110808853.44755997,72334968.52090952,40
2039,310224942.77539295,159261185.8167832,118966905.608003,108306560.86118041,2109500.0,2336600.0,76905376.30620952,1600000.0,1313,110416060.86118041,78505376.30620952,40
2022,304035005.8784715,304035005.8784715,119189037.2179029,107866604.33809048,1981300.0,2071000.0,72127064.32247812,800000.0,1215,109847904.33809048,72927064.32247812,41
2023,290187315.3463624,279026264.75611764,116984055.37542011,98972084.98310173,1990300.0,2219600.0,68901274.98784055,1120000.0,1278,100962384.98310173,70021274.98784055,41
2024,311410145.3726362,287916184.7010319,120401986.83846402,111637052.43480203,2016400.0,2272700.0,74122006.09937014,960000.0,1416,113653452.43480203,75082006.09937014,41
2025,288058822.50077254,256083244.2862182,114886270.91588156,97065342.71289514,2024500.0,2049200.0,71073508.87199587,960000.0,1344,99089842.71289514,72033508.87199587,41
2026,288101390.5954944,246270276.1225206,116240422.63945545,99108460.71415459,2033500.0,2260700.0,66538307.24188433,1920000.0,1375,101141960.71415459,68458307.24188432,41
2027,297164839.383114,244247836.6647703,118030474.35918711,105073987.05915472,2071500.0,2137300.0,68411577.96477214,1440000.0,1338,107145487.05915472,69851577.96477214,41
2028,295131122.476187,233246413.08797327,115942383.87667572,103689282.72307569,2079600.0,2387900.0,69911955.8764356,1120000.0,1443,105768882.72307569,71031955.8764356,41
2029,306047610.8057995,232571031.1392593,117881077.24779236,104135379.86810498,2088600.0,2403500.0,78259053.68990217,1280000.0,1375,106223979.86810498,79539053.68990217,41
2030,303292536.0486743,221612885.34097743,116389052.97296782,104005576.41408876,2088600.0,2382300.0,77307006.66161773,1120000.0,1411,106094176.41408876,78427006.66161773,41
2031,309602711.0567641,217522758.08772781,118040009.22484756,108140083.40726657,2088600.0,2300600.0,78073418.42465001,960000.0,1351,110228683.40726657,79033418.42465001,41
2032,299753370.60933965,202502636.6684301,116345822.68496187,103052954.27709801,2107600.0,2486000.0,74480993.64727974,1280000.0,1369,105160554.27709801,75760993.64727974,41
2033,303592649.2609254,197207995.9226724,116189592.35601583,101485277.3995791,2124700.0,2273400.0,80559679.5053305,960000.0,1310,103609977.3995791,81519679.5053305,41
2034,294801283.9251276,184132012.1520498,115492535.59033658,100415642.95279461,2124700.0,2270900.0,72737505.38199642,1760000.0,1371,102540342.95279461,74497505.38199642,41
2035,306527383.70243263,184092403.34234232,116712321.88107297,109807975.01832652,2124700.0,2311200.0,74291186.80303316,1280000.0,1336,111932675.01832652,75571186.80303316,41
2036,315049107.664219,181933009.5413309,118926756.28994615,112751180.32988784,2133700.0,2453900.0,77023571.04438505,1760000.0,1369,114884880.32988784,78783571.04438505,41
