Year,Total_Cost_USD,NPV_Cost_USD,Energy_Cost_USD,PM_Asset_USD,PM_Modules_USD,CM_USD,Repl_Chassis_CapEx_USD,Repl_Modules_CapEx_USD,Units_Replaced,PM_Total_USD,Repl_Total_CapEx_USD,Run_ID
2039,298631801.35891765,153309577.17818868,116300209.94661222,105682863.94793366,2152700.0,2187300.0,70708727.46437179,1600000.0,1290,107835563.94793366,72308727.46437179,63
2022,291355380.07223713,291355380.07223713,115797302.98493032,98409617.67169203,1981300.0,2079900.0,72607259.41561477,480000.0,1295,100390917.67169203,73087259.41561477,64
2023,285895790.515448,274899798.5725461,117124586.06790149,101677168.65635574,1990300.0,1947900.0,62355835.79119073,800000.0,1255,103667468.65635574,63155835.79119073,64
2024,294562627.80277646,272339707.6578924,118133388.71710944,101328263.74137506,2007400.0,2258200.0,69395375.34429197,1440000.0,1358,103335663.74137506,70835375.34429197,64
2025,299478129.33545697,266234966.48079854,118534001.38320121,103249992.57279284,2034400.0,2186800.0,72512935.37946293,960000.0,1344,105284392.57279284,73472935.37946293,64
2026,288796258.88613886,246864252.44957718,115450674.51831974,98709548.67214276,2053400.0,2182300.0,69440335.69567639,960000.0,1362,100762948.67214276,70400335.69567639,64
2027,298210640.9816603,245107409.3469078,117136831.31543362,99514504.77047281,2072400.0,2237300.0,76289604.89575388,960000.0,1331,101586904.77047281,77249604.89575388,64
2028,315317804.8985117,249200241.43263787,118476902.98032147,112106066.81321251,2072400.0,2418100.0,79284335.10497771,960000.0,1348,114178466.81321251,80244335.10497771,64
2029,296153139.9682396,225052046.4975892,115516417.4852124,101968536.04389693,2091400.0,2320200.0,73136586.43913026,1120000.0,1415,104059936.04389693,74256586.43913026,64
2030,306659990.2675203,224073451.15448081,116504142.10580617,108989070.29692724,2110400.0,2356600.0,75099777.86478691,1600000.0,1440,111099470.29692724,76699777.86478691,64
2031,305662750.80429065,214754594.27563214,117331866.03303435,105531851.96905501,2110400.0,2241000.0,77327632.8022013,1120000.0,1335,107642251.96905501,78447632.8022013,64
2032,313665294.65159464,211901034.07080373,120226531.56906259,115187152.0897112,2136500.0,2382200.0,72452910.99282084,1280000.0,1363,117323652.0897112,73732910.99282084,64
2033,311763029.837697,202515319.34895813,119793560.19974157,108259825.24722184,2136500.0,2275900.0,78177244.39073361,1120000.0,1346,110396325.24722184,79297244.39073361,64
2034,287642338.067137,179660555.69104546,113793241.46557276,94877980.68697712,2136500.0,2260900.0,73293715.91458714,1280000.0,1323,97014480.68697712,74573715.91458714,64
2035,308008841.1313748,184982128.28387666,118113039.58376986,108537674.2055728,2145500.0,2357200.0,75415427.34203213,1440000.0,1375,110683174.2055728,76855427.34203213,64
2036,295639760.96195376,170724595.4469231,117242501.39549342,102835138.25131582,2154500.0,2205700.0,69921921.31514451,1280000.0,1324,104989638.25131582,71201921.31514451,64
2037,302130995.25002825,167762616.83177376,119514808.47435915,105528435.267694,2154500.0,2189700.0,71463551.5079751,1280000.0,1251,107682935.267694,72743551.5079751,64
2038,305580558.0860325,163151958.29277483,120622606.07850026,110431729.65283939,2171600.0,2312400.0,68762222.35469286,1280000.0,1318,112603329.65283939,70042222.35469286,64
2039,315511800.4838742,161975317.11894265,120072180.66852568,114900062.12834021,2171600.0,2195600.0,74892357.68700828,1280000.0,1337,117071662.12834021,76172357.68700828,64
2022,280170366.1636858,280170366.1636858,113827607.59620084,94304710.09307265,1981300.0,2003300.0,66933448.474412315,1120000.0,1203,96286010.09307265,68053448.47441232,65
2023,305333346.71625966,293589756.45794195,117974602.2050935,107359343.85110107,2008300.0,2171900.0,74059200.66006511,1760000.0,1323,109367643.85110107,75819200.66006511,65
2024,292702912.71237165,270620296.5166158,118225582.17565368,102649719.79291186,2016400.0,2120100.0,65931110.74380613,1760000.0,1294,104666119.79291186,67691110.74380612,65
2025,290704099.5243116,258434885.92782024,114895844.86823326,98127841.73183544,2033500.0,2252400.0,72594512.9242429,800000.0,1358,100161341.73183544,73394512.9242429,65
2026,294892951.8061516,252075731.10902533,117987118.97162001,103128045.92257145,2033500.0,2228700.0,68395586.91196015,1120000.0,1333,105161545.92257145,69515586.91196015,65
2027,300703809.66735417,247156612.27140316,117731902.75031798,104448166.10124883,2033500.0,2258700.0,72311540.81578736,1920000.0,1373,106481666.10124883,74231540.81578736,65
2028,317035698.5615332,250557917.74818358,120990194.8459319,115822604.45600687,2033500.0,2260900.0,74328499.25959444,1600000.0,1356,117856104.45600687,75928499.25959444,65
2029,309702147.9485415,235348179.01303756,118777929.25936107,111038090.31505144,2033500.0,2337400.0,73595228.37412903,1920000.0,1353,113071590.31505144,75515228.37412903,65
2030,291074053.9740494,212684960.16905665,115333254.50133452,99220804.10875098,2033500.0,2227400.0,71139095.36396386,1120000.0,1322,101254304.10875098,72259095.36396386,65
2031,314352800.1487599,220860107.67658174,119786515.51738924,115236485.38071798,2033500.0,2320400.0,73535899.25065267,1440000.0,1381,117269985.38071798,74975899.25065267,65
2032,300647221.21807986,203106490.11197814,116553568.84349635,107028386.65759593,2033500.0,2262400.0,71329365.7169876,1440000.0,1344,109061886.65759593,72769365.7169876,65
2033,295277247.053366,191806469.2103627,116239316.60341075,104103102.82896705,2033500.0,2261000.0,69040327.62098822,1600000.0,1307,106136602.82896705,70640327.62098822,65
2034,299767889.879464,187234139.5775551,117237389.26500629,107145738.08466874,2052500.0,2200400.0,68731862.52978896,2400000.0,1329,109198238.08466874,71131862.52978896,65
2035,307538297.0874353,184699531.72470158,118467577.20358542,107609216.21704729,2060600.0,2389400.0,76211503.6668026,800000.0,1366,109669816.21704729,77011503.6668026,65
2036,300324181.4477544,173429731.554933,118222308.2296451,106601128.92275453,2060600.0,2277300.0,69722844.29535475,1440000.0,1357,108661728.92275453,71162844.29535475,65
2037,307894565.7090924,170962922.91657892,117310143.69024628,105006404.79781233,2060600.0,2316400.0,80241017.22103375,960000.0,1320,107067004.79781233,81201017.22103375,65
2038,308712659.7502336,164824212.97837102,117691706.74596535,115170685.89426146,2069600.0,2261100.0,70399567.11000678,1120000.0,1316,117240285.89426146,71519567.11000678,65
2039,325560112.143957,167133851.4912096,122005725.12812096,120659676.67183541,2105700.0,2364000.0,77145010.34400068,1280000.0,1314,122765376.67183541,78425010.34400068,65
2022,291429495.0962255,291429495.0962255,116630967.8382356,102983539.8508454,1981300.0,1957600.0,65636087.40714447,2240000.0,1269,104964839.8508454,67876087.40714447,66
2023,299032147.8201538,287530911.36553246,119834490.09987882,106707675.20956177,1998400.0,2170600.0,67040982.51071318,1280000.0,1259,108706075.20956177,68320982.51071319,66
2024,300572975.8752473,277896612.3106946,117634287.03302273,108173291.04420288,1998400.0,2145300.0,69181697.7980217,1440000.0,1354,110171691.04420288,70621697.7980217,66
2025,309952863.53806084,275546967.04495907,119176993.05600782,109597737.6932644,1998400.0,2241000.0,76138732.78878865,800000.0,1380,111596137.6932644,76938732.78878865,66
2026,307576507.67061794,262917687.81913078,117293949.28906389,112486328.43990584,1998400.0,2255600.0,72582229.94164819,960000.0,1370,114484728.43990584,73542229.94164819,66
2027,298394092.01986724,245258192.72797325,117368635.60794254,98980480.46365693,2025500.0,2300300.0,76279175.9482678,1440000.0,1339,101005980.46365693,77719175.9482678,66
2028,296960627.0824614,234692297.15320215,116916603.61797991,105763436.54357956,2025500.0,2266900.0,69188186.92090192,800000.0,1384,107788936.54357956,69988186.92090192,66
2029,313702659.4270877,238388238.94750413,121763691.42024346,115895873.87928316,2044500.0,2158100.0,70400494.1275611,1440000.0,1318,117940373.87928316,71840494.1275611,66
2030,289445501.0187397,211494992.47628486,117090579.96037431,100102157.14151843,2044500.0,2134600.0,67273663.91684696,800000.0,1284,102146657.14151843,68073663.91684696,66
2031,305914150.731984,214931224.53015494,116104727.28940216,105444655.17976429,2044500.0,2240800.0,79279468.26281755,800000.0,1303,107489155.17976429,80079468.26281755,66
2032,309266181.5995399,208929150.91822162,119887642.60595125,110999881.33340563,2082500.0,2341600.0,72514557.66018298,1440000.0,1337,113082381.33340563,73954557.66018298,66
2033,296267841.49930245,192449940.47335547,117109139.15634248,99968236.07117626,2118600.0,2258000.0,73853866.27178371,960000.0,1335,102086836.07117626,74813866.27178371,66
2034,287127780.5751134,179339164.5996882,113841149.3898701,92620935.60207063,2127600.0,2399200.0,75018895.58317268,1120000.0,1381,94748535.60207063,76138895.58317268,66
2035,306205226.67173666,183898924.17804024,118258378.33879142,106818279.2378658,2127600.0,2264200.0,75296769.09507945,1440000.0,1323,108945879.2378658,76736769.09507945,66
2036,307110947.30455655,177348919.73018205,119357958.10618429,109430428.55529653,2136600.0,2352700.0,72553260.64307575,1280000.0,1340,111567028.55529653,73833260.64307575,66
2037,286336162.3880071,158992306.8172043,113543219.39896664,93345600.40142807,2136600.0,2173400.0,73857342.58761239,1280000.0,1292,95482200.40142807,75137342.58761239,66
2038,299279180.0129659,159787601.02147707,117106584.80692917,108574012.86237206,2136600.0,2237300.0,67784682.34366469,1440000.0,1302,110710612.86237206,69224682.34366469,66
2039,316922037.85984534,162699295.25806648,119735951.2275273,111498537.6658375,2136600.0,2342300.0,79448648.96648055,1760000.0,1349,113635137.6658375,81208648.96648055,66
2022,289868728.2914676,289868728.2914676,116266364.04114015,102939852.63402143,1981300.0,2046100.0,65515111.61630599,1120000.0,1222,104921152.63402143,66635111.61630599,67
2023,292769963.2890086,281509580.08558524,118441033.8632807,104218796.05965328,1990300.0,2054000.0,65105833.36607465,960000.0,1310,106209096.05965328,66065833.36607465,67
2024,293074455.72554475,270963808.9178483,115149351.56797941,104358549.70246454,1999300.0,2115400.0,68331854.4551008,1120000.0,1361,106357849.70246454,69451854.4551008,67
2025,308195847.8341951,273984986.48209476,116723028.01245433,106800189.28207788,1999300.0,2455700.0,78937630.53966284,1280000.0,1366,108799489.28207788,80217630.53966284,67
2026,291754237.8487488,249392745.26379392,115388558.19379741,98683154.62612776,1999300.0,2189200.0,72534025.02882366,960000.0,1381,100682454.62612776,73494025.02882366,67
2027,299925283.68278724,246516720.66137108,117003067.65842918,105772614.68864748,2018300.0,2106400.0,71744901.33571057,1280000.0,1332,107790914.68864748,73024901.33571057,67
2028,303859842.63917327,240144847.42381492,117979192.81733604,109071752.17298049,2037300.0,2141000.0,71510597.64885674,1120000.0,1356,111109052.17298049,72630597.64885674,67
2029,312675717.41386867,237607847.41853338,117868532.98380232,117208207.30351728,2037300.0,2255800.0,71865877.12654905,1440000.0,1334,119245507.30351728,73305877.12654905,67
2030,290623675.7384549,212355873.2037617,115553637.2894866,101982857.86073537,2054400.0,2220800.0,67691980.5882329,1120000.0,1349,104037257.86073537,68811980.5882329,67
2031,317134014.87517,222814152.25215396,116163967.3212386,112016417.14704026,2054400.0,2419600.0,82719630.40689112,1760000.0,1394,114070817.14704026,84479630.40689112,67
2032,306340305.72636485,206952534.01587272,117371006.30951875,104615363.09334917,2063400.0,2412800.0,78437736.32349694,1440000.0,1266,106678763.09334917,79877736.32349694,67
2033,296932883.08515376,192881938.8062211,115540263.7563087,102856399.21433623,2063400.0,2199100.0,72353720.11450882,1920000.0,1364,104919799.21433623,74273720.11450882,67
2034,296581056.9455392,185243653.1295211,116067408.66180825,101674972.02223028,2063400.0,2392900.0,72942376.26150067,1440000.0,1329,103738372.02223028,74382376.26150067,67
2035,311103937.87963563,186840963.18496183,118282590.9354348,106496465.1584483,2063400.0,2446600.0,80534881.7857525,1280000.0,1315,108559865.1584483,81814881.7857525,67
2036,307366655.4853698,177496584.8330754,119746412.7581531,113885597.74876502,2063400.0,2162200.0,68069044.97845168,1440000.0,1253,115948997.74876502,69509044.97845168,67
2037,306008438.5444976,169915623.4544762,116962468.37134708,109088583.1911465,2090500.0,2302600.0,74604286.98200402,960000.0,1343,111179083.1911465,75564286.98200402,67
2038,309203925.189468,165086503.61281016,118283484.7962844,103487889.12392662,2107600.0,2479600.0,81405351.26925698,1440000.0,1317,105595489.12392662,82845351.26925698,67
2039,299856782.74224544,153938449.84705567,116973383.84424788,102532086.12888081,2107600.0,2248700.0,74395012.76911676,1600000.0,1330,104639686.12888081,75995012.76911676,67
2022,288888907.58282024,288888907.58282024,117307250.50565442,100973384.7560046,1981300.0,1877000.0,65789972.32116123,960000.0,1199,102954684.7560046,66749972.32116123,68
2023,285280814.50181603,274308475.4825154,116725120.0624818,101250260.92707518,1999300.0,1993400.0,62512733.51225903,800000.0,1223,103249560.92707518,63312733.51225903,68
2024,291317252.5161545,269339175.7730718,116064319.29054253,102003313.68527313,2027300.0,2150400.0,68111919.54033889,960000.0,1398,104030613.68527313,69071919.54033889,68
2025,291788437.14848554,259398858.12728077,114664027.6793441,98880696.71790825,2046300.0,2267600.0,72809812.75123322,1120000.0,1388,100926996.71790825,73929812.75123322,68
2026,310071317.06899005,265050261.3486796,118974030.87047267,109084484.98663673,2063400.0,2349900.0,76319501.21188062,1280000.0,1366,111147884.98663673,77599501.21188062,68
2027,298858390.99653804,245639812.6425396,116125732.28208603,106592987.39111088,2071500.0,2139700.0,70648471.32334113,1280000.0,1348,108664487.39111088,71928471.32334113,68
2028,301469964.2713222,238256091.834974,117927427.56393132,100993333.732627,2071500.0,2285000.0,77072702.97476389,1120000.0,1353,103064833.732627,78192702.97476389,68
2029,317885562.5349584,241566901.53007337,119549937.01571676,118084763.28033118,2079600.0,2361100.0,74050162.23891051,1760000.0,1392,120164363.28033118,75810162.23891051,68
2030,304170536.1059075,222254431.3827889,119062753.50313379,111078016.04309215,2079600.0,2238800.0,68271366.55968156,1440000.0,1372,113157616.04309215,69711366.55968156,68
2031,304415641.69528896,213878391.95782802,118109402.36345805,110838552.22897755,2079600.0,2182600.0,69765487.10285337,1440000.0,1337,112918152.22897755,71205487.10285337,68
2032,297011574.1418668,200650377.21679232,118210703.95731395,102503560.27002804,2079600.0,2279700.0,70178009.91452482,1760000.0,1361,104583160.27002804,71938009.91452482,68
2033,317204029.82565445,206049689.18977123,122353252.06887549,115009600.07990466,2088600.0,2318500.0,73994077.67687428,1440000.0,1342,117098200.07990466,75434077.67687428,68
2034,302219162.5370964,188765197.2472286,116007397.59434105,108763344.13322721,2097600.0,2314100.0,71756720.80952813,1280000.0,1324,110860944.13322721,73036720.80952813,68
2035,306230614.69836533,183914171.5689315,117285009.43915193,105813099.11960532,2097600.0,2386200.0,77688706.1396081,960000.0,1361,107910699.11960532,78648706.1396081,68
2036,304154897.57450676,175641874.66749617,120263539.98826082,107425650.11919166,2116600.0,2282600.0,70946507.46705432,1120000.0,1318,109542250.11919166,72066507.46705432,68
2037,304243000.14504576,168935338.17953366,117695689.17638965,110675547.89897402,2125600.0,2210800.0,69935363.06968212,1600000.0,1284,112801147.89897402,71535363.06968212,68
2038,309861868.8222282,165437785.09748128,118406524.2477738,110472410.21665633,2143600.0,2301500.0,75257834.3577981,1280000.0,1338,112616010.21665633,76537834.3577981,68
2039,303097765.8263858,155602283.85271147,115667437.9061239,108956266.57322507,2143600.0,2301600.0,72748861.34703682,1280000.0,1349,111099866.57322507,74028861.34703682,68
2022,287462988.8963652,287462988.8963652,115817494.61391275,102863472.34084223,1981300.0,1952400.0,63248321.94161025,1600000.0,1233,104844772.34084223,64848321.94161025,69
2023,289792477.05115783,278646612.54919016,117901592.84291247,105327711.23230277,1998400.0,1978500.0,61626272.975942574,960000.0,1209,107326111.23230277,62586272.975942574,69
2024,301241130.82014257,278514359.11625606,118755140.95233795,109185187.51788068,2006500.0,2154800.0,68339502.34992392,800000.0,1370,111191687.51788068,69139502.34992392,69
2025,309766880.9626728,275381629.2126629,120605991.5475513,112568957.7344348,2044500.0,2205600.0,71221831.68068673,1120000.0,1414,114613457.7344348,72341831.68068673,69
2026,305483512.9536923,261128587.1632997,118649284.12352401,106609199.92210732,2044500.0,2310200.0,74270328.908061,1600000.0,1408,108653699.92210732,75870328.908061,69
2027,318570669.175891,261841868.41413066,118858544.9133506,112465615.27877243,2044500.0,2461000.0,80981008.98376797,1760000.0,1460,114510115.27877243,82741008.98376797,69
2028,307158826.5886058,242752082.3592021,119284949.56477635,109607503.92121185,2053500.0,2238100.0,72854773.10261764,1120000.0,1413,111661003.92121185,73974773.10261764,69
2029,305015888.4901333,231787006.97330648,116906694.83549319,106059935.06979693,2053500.0,2313700.0,76722058.58484316,960000.0,1427,108113435.06979693,77682058.58484316,69
2030,307622835.1733673,224776992.49611926,119592748.82213034,109316270.08466928,2053500.0,2308800.0,73391516.26656768,960000.0,1339,111369770.08466928,74351516.26656768,69
2031,296748832.9574899,208491793.83443052,115108867.65304141,99242837.41954263,2089600.0,2304400.0,76883127.88490589,1120000.0,1350,101332437.41954263,78003127.88490589,69
2032,309715993.65318143,209233027.82436782,119685119.49655813,105704732.22081164,2089600.0,2511300.0,78285241.93581164,1440000.0,1383,107794332.22081164,79725241.93581164,69
2033,296125157.3452388,192357255.56763953,115662448.0744153,103161944.61126782,2089600.0,2227300.0,70903864.6595557,2080000.0,1349,105251544.61126782,72983864.6595557,69
2034,307820778.1010006,192263949.8013249,118328740.33181038,104834395.47245625,2089600.0,2432400.0,79175642.29673395,960000.0,1406,106923995.47245625,80135642.29673395,69
2035,309719658.89196116,186009601.09698382,119680503.70239513,110004731.89083917,2089600.0,2297800.0,74687023.29872687,960000.0,1362,112094331.89083917,75647023.29872687,69
2036,301131909.88426924,173896174.60070696,116090884.88510853,105573435.05214748,2098600.0,2391200.0,73057789.94701324,1920000.0,1326,107672035.05214748,74977789.94701324,69
2037,309211463.5247454,171694149.52731168,119802861.50139709,111125259.62066796,2098600.0,2208900.0,73015842.40268035,960000.0,1341,113223859.62066796,73975842.40268035,69
2038,305484165.3642847,163100493.43055704,116359142.50386435,103992616.87742867,2107600.0,2547700.0,79357105.98299167,1120000.0,1333,106100216.87742867,80477105.98299167,69
2039,298322440.2636024,153150759.4685464,118543954.27205504,102797027.81978676,2126600.0,2206700.0,71208158.17176053,1440000.0,1310,104923627.81978676,72648158.17176053,69
2022,301487046.97734874,301487046.97734874,116986640.3275047,105828147.9173262,1981300.0,2109900.0,74261058.73251782,320000.0,1234,107809447.9173262,74581058.73251782,70
2023,301083832.2071648,289503684.8145816,117970799.11925079,106693771.93475103,1989400.0,2195100.0,71114761.15316302,1120000.0,1261,108683171.93475103,72234761.15316302,70
2024,304870620.0846344,281870025.96582323,118879484.91566148,106047713.27220702,2025500.0,2293700.0,74824221.89676592,800000.0,1328,108073213.27220702,75624221.89676592,70
2025,294917174.6188882,262180294.34570596,118082718.51968229,104016428.67358178,2025500.0,2078400.0,67274127.42562413,1440000.0,1377,106041928.67358178,68714127.42562413,70
2026,302022747.5903666,258170310.42655835,118253396.112345,108743902.44434229,2044500.0,2166700.0,69854249.0336793,960000.0,1306,110788402.44434229,70814249.0336793,70
2027,299590940.28901833,246241914.76306653,116898447.84818809,107023353.75182904,2062500.0,2242900.0,70403738.68900122,960000.0,1393,109085853.75182904,71363738.68900122,70
2028,293795881.1362474,232191152.46166363,117237694.05675018,101215571.3885898,2081500.0,2163500.0,69017615.69090743,2080000.0,1336,103297071.3885898,71097615.69090743,70
2029,323416543.84792686,245769992.75428578,121173531.28161903,113242678.64259195,2081500.0,2525400.0,83433433.92371587,960000.0,1364,115324178.64259195,84393433.92371587,70
2030,292161692.9253826,213479687.29737452,115933146.9638398,100500342.18134235,2081500.0,2134500.0,70712203.78020048,800000.0,1319,102581842.18134235,71512203.78020048,70
2031,308043482.0073728,216427264.43989632,118433790.9517127,110223573.73166056,2099500.0,2189600.0,73817017.32399957,1280000.0,1370,112323073.73166056,75097017.32399957,70
2032,307165418.98103034,207509950.96594796,118668795.3787617,111275574.20468648,2118500.0,2333700.0,71008849.3975822,1760000.0,1316,113394074.20468648,72768849.3975822,70
2033,306382481.3819639,199020217.6707617,118729014.32216924,106597613.22370815,2118500.0,2311400.0,75665953.83608654,960000.0,1355,108716113.22370815,76625953.83608654,70
2034,299369365.22732985,186985222.25564718,114621708.49160796,103829219.3965213,2127500.0,2346500.0,75164437.33920057,1280000.0,1348,105956719.3965213,76444437.33920057,70
2035,306635031.74403083,184157053.9665493,116709457.40332,108747455.77285701,2136500.0,2385500.0,75216118.5678538,1440000.0,1291,110883955.77285701,76656118.5678538,70
2036,305753376.951025,176564956.67784,119527083.47319826,111386491.81547068,2145500.0,2137300.0,69597001.6623561,960000.0,1316,113531991.81547068,70557001.6623561,70
2037,302244691.90778106,167825748.54990104,120003432.15441477,110300384.62232196,2162600.0,2134300.0,66043975.13104433,1600000.0,1262,112462984.62232196,67643975.13104433,70
2038,302738693.2584803,161634663.4271507,116443706.57958601,104840535.82570054,2162600.0,2384600.0,75627250.85319376,1280000.0,1350,107003135.82570054,76907250.85319376,70
2039,297384701.65786546,152669349.55675876,116510323.56258631,101505829.54337153,2162600.0,2283300.0,73802648.55190764,1120000.0,1343,103668429.54337153,74922648.55190764,70
2022,286597125.6008705,286597125.6008705,117939472.56302461,101686924.78890166,1981300.0,1850600.0,62498828.24894426,640000.0,1190,103668224.78890166,63138828.24894426,71
2023,293455057.4166254,282168324.43906283,116196608.85263099,104363312.18522108,1990300.0,2158300.0,67786536.37877332,960000.0,1234,106353612.18522108,68746536.37877332,71
2024,307810172.40931284,284587807.33109546,118787924.89161365,111253697.22228217,2026400.0,2103600.0,72838550.29541707,800000.0,1290,113280097.22228217,73638550.29541707,71
2025,294755911.23382986,262036931.78360215,116661514.49286374,102039642.08603032,2026400.0,2254000.0,70494354.65493579,1280000.0,1435,104066042.08603032,71774354.65493579,71
2026,292230043.9428412,249799466.3071415,117185303.28746045,99884763.03215703,2052500.0,2269000.0,69238477.62322366,1600000.0,1369,101937263.03215703,70838477.62322366,71
2027,303025647.69271135,249064993.88194886,116349273.93646072,100393659.69111934,2052500.0,2372600.0,80417614.06513129,1440000.0,1357,102446159.69111934,81857614.06513129,71
2028,311837713.7465236,246449874.84435675,119947436.5220594,113357194.64370716,2061500.0,2261900.0,73249682.58075704,960000.0,1391,115418694.64370716,74209682.58075704,71
2029,290914634.0767446,221071212.5560782,114975631.06339952,94282393.90872774,2070500.0,2323900.0,76142209.10461734,1120000.0,1332,96352893.90872774,77262209.10461734,71
2030,294189426.6851711,214961332.4940038,117894302.40543178,101440915.25410762,2089500.0,2183800.0,69140909.02563171,1440000.0,1299,103530415.25410762,70580909.02563171,71
2031,299280095.50015676,210270225.3211758,118444650.8950865,107012764.88486634,2108500.0,2249900.0,68504279.72020392,960000.0,1329,109121264.88486634,69464279.72020392,71
2032,303513936.1010657,205043139.969163,117371867.57680541,108517753.85203709,2108500.0,2369100.0,72026714.67222321,1120000.0,1361,110626253.85203709,73146714.67222321,71
2033,310405305.54761493,201633367.53980052,118342475.4439653,108925732.5652102,2108500.0,2314500.0,77274097.53843944,1440000.0,1369,111034232.5652102,78714097.53843944,71
2034,303807879.4933067,189757505.17069536,118192493.31741624,110799158.02097026,2117500.0,2183300.0,69715428.1549202,800000.0,1369,112916658.02097026,70515428.1549202,71
2035,307836055.98396796,184878358.00187516,118873570.765161,110086625.97024068,2117500.0,2287400.0,73350959.24856627,1120000.0,1319,112204125.97024068,74470959.24856627,71
2036,304334421.1152357,175745545.03904706,116847430.82665427,104509432.57623813,2153600.0,2405900.0,77138057.71234329,1280000.0,1295,106663032.57623813,78418057.71234329,71
2037,298575865.1438953,165788579.28131086,116274262.82585128,103592717.45984562,2153600.0,2314600.0,72960684.85819845,1280000.0,1308,105746317.45984562,74240684.85819845,71
2038,295876918.5625783,157971105.8172944,116820199.06268817,100429333.24271135,2153600.0,2314500.0,72559286.25717881,1600000.0,1310,102582933.24271135,74159286.25717881,71
2039,308129404.84554064,158185392.7079294,119574160.37689784,111437485.23945037,2161700.0,2202400.0,71633659.22919244,1120000.0,1315,113599185.23945037,72753659.22919244,71
2022,296450139.77868634,296450139.77868634,119488030.13774611,106603924.51570806,1981300.0,1888100.0,65528785.125232175,960000.0,1178,108585224.51570806,66488785.125232175,72
2023,286776793.41485703,275746916.7450548,117187245.52145807,103034058.9530121,1990300.0,2020400.0,61584788.940386854,960000.0,1254,105024358.9530121,62544788.940386854,72
2024,318076959.98044294,294080029.5677172,122070952.6581504,116931394.55615637,1990300.0,2153500.0,74130812.76613617,800000.0,1302,118921694.55615637,74930812.76613617,72
2025,296709392.0751713,263773569.1382881,115272237.759994,99902446.79298209,2009300.0,2251200.0,75834207.52219523,1440000.0,1367,101911746.79298209,77274207.52219523,72
2026,297108746.312271,253969801.53931683,116031116.84571579,99555215.1001134,2017400.0,2361000.0,76024014.36644182,1120000.0,1402,101572615.1001134,77144014.36644182,72
2027,288190450.2900357,236871543.00256383,114039551.91084492,97639927.22438848,2036400.0,2254500.0,71260071.15480234,960000.0,1344,99676327.22438848,72220071.15480234,72
2028,295310947.6345871,233388531.5227486,115572057.2155907,99590131.33598833,2053500.0,2268500.0,74226759.08300807,1600000.0,1374,101643631.33598833,75826759.08300807,72
2029,299260189.0263235,227413148.42331985,114799119.97359382,95233664.77449977,2062500.0,2609100.0,83755804.2782299,800000.0,1389,97296164.77449977,84555804.2782299,72
2030,294265280.25551075,215016757.9548654,116292222.149237,102074851.17017081,2079600.0,2163000.0,70535606.93610293,1120000.0,1375,104154451.17017081,71655606.93610293,72
2031,313542616.75120074,220290883.56807047,120820271.90701628,113005078.3919396,2087700.0,2210500.0,74299066.45224485,1120000.0,1335,115092778.3919396,75419066.45224485,72
2032,301536127.3963495,203707003.27546498,116968396.51379418,104229265.12831035,2106700.0,2319900.0,74631865.75424497,1280000.0,1318,106335965.12831035,75911865.75424497,72
2033,300981418.2652061,195511790.05994615,117609825.23020038,103942293.08337256,2115700.0,2246300.0,73467299.95163316,1600000.0,1338,106057993.08337256,75067299.95163316,72
2034,296026378.5520785,184897202.64149973,115537738.16577326,104669859.06728595,2115700.0,2317700.0,70265381.31901927,1120000.0,1352,106785559.06728595,71385381.31901927,72
2035,287641526.1835272,172750046.7220559,114009315.40932575,95683239.07950592,2115700.0,2249700.0,72463571.6946955,1120000.0,1272,97798939.07950592,73583571.6946955,72
2036,302325452.87500757,174585415.93813494,117157610.08188066,103804458.95808357,2134700.0,2375200.0,75573483.83504333,1280000.0,1322,105939158.95808357,76853483.83504333,72
2037,315294473.5259408,175071829.0506253,120283833.17722031,114138188.27700746,2160800.0,2331000.0,74780652.07171299,1600000.0,1302,116298988.27700746,76380652.07171299,72
2038,302288120.27039707,161394098.82506981,118662954.28801039,106076785.87443511,2160800.0,2335100.0,71772480.10795154,1280000.0,1299,108237585.87443511,73052480.10795154,72
2039,302777784.02680486,155438013.7576471,117161157.07542205,103524299.42739922,2160800.0,2338800.0,75992727.52398358,1600000.0,1336,105685099.42739922,77592727.52398358,72
2022,290773571.2549746,290773571.2549746,116990912.3328238,103395174.50237,1981300.0,1925100.0,65201084.41978081,1280000.0,1188,105376474.50237,66481084.41978081,73
2023,292361454.3820676,281116783.05968034,116341933.08967039,101280867.7038351,1981300.0,2201100.0,69276253.58856212,1280000.0,1285,103262167.7038351,70556253.58856212,73
2024,294161628.49008024,271968961.25192326,117416276.4811014,100850654.1960542,1989400.0,2282600.0,70502697.81292465,1120000.0,1395,102840054.1960542,71622697.81292465,73
2025,303598981.4118132,269898388.9713007,116588418.49658139,106317971.71244201,2007400.0,2211500.0,75513691.20278983,960000.0,1338,108325371.71244201,76473691.20278983,73
2026,307211177.161339,262605401.7686881,118177369.21197614,106536457.6137078,2015500.0,2316600.0,76405250.33565503,1760000.0,1371,108551957.6137078,78165250.33565503,73
2027,310094088.98480076,254874737.38245422,119469739.50329429,112373204.1033848,2024500.0,2232600.0,72394045.37812166,1600000.0,1336,114397704.1033848,73994045.37812166,73
2028,317562758.1889326,250974460.62764323,118906466.40768786,111941595.25999926,2033500.0,2505900.0,80415296.52124551,1760000.0,1431,113975095.25999926,82175296.52124551,73
